sale_id,sale_date,year,month,quarter,season,customer_id,district,customer_type,equipment,quantity,unit_price,gross_amount,discount_pct,discount_amount,net_revenue,payment_mode,delivery_status
S00529,2023-04-20,2023,4,Q2,Off-Season,C0109,Samastipur,Farmer,Rotavator,1,100248,100248,2,2004.96,98243.04,UPI,Delivered
S00530,2024-03-25,2024,3,Q1,Off-Season,C0222,Gopalganj,Farmer,Threshing Machine,1,56399,56399,0,0.0,56399.0,Cash,Delivered
S00531,2024-05-11,2024,5,Q2,Off-Season,C0203,Gopalganj,Farmer,Threshing Machine,1,91636,91636,2,1832.72,89803.28,Cash,Delivered
S00532,2023-12-23,2023,12,Q4,Rabi Peak,C0011,West Champaran,Dealer,Cultivator,1,65696,65696,5,3284.8,62411.2,EMI/Finance,Delivered
S00533,2023-03-12,2023,3,Q1,Off-Season,C0168,Samastipur,Farmer,Zero Till Seed Drill,1,178901,178901,0,0.0,178901.0,UPI,Delivered
S00534,2024-10-15,2024,10,Q4,Rabi Prep,C0317,Patna,Cooperative,Zero Till Seed Drill,1,216161,216161,0,0.0,216161.0,EMI/Finance,Delivered
S00535,2023-09-02,2023,9,Q3,Kharif Peak,C0206,Muzaffarpur,Farmer,Cultivator,1,39151,39151,0,0.0,39151.0,UPI,Delivered
S00536,2024-05-24,2024,5,Q2,Off-Season,C0173,Chapra (Saran),Farmer,Tawa (Plough),1,23050,23050,0,0.0,23050.0,UPI,Delivered
S00537,2024-06-19,2024,6,Q2,Kharif Prep,C0099,Gopalganj,Farmer,Threshing Machine,1,57868,57868,0,0.0,57868.0,EMI/Finance,Delivered
S00538,2024-05-12,2024,5,Q2,Off-Season,C0087,Gopalganj,Dealer,Rotavator,1,87085,87085,5,4354.25,82730.75,Bank Transfer,Delivered
S00539,2024-12-19,2024,12,Q4,Rabi Peak,C0252,East Champaran,Dealer,Zero Till Seed Drill,1,126433,126433,2,2528.66,123904.34,Cash,Delivered
S00540,2023-08-02,2023,8,Q3,Kharif Peak,C0035,Chapra (Saran),Farmer,Threshing Machine,1,60240,60240,2,1204.8,59035.2,UPI,Delivered
S00541,2024-03-01,2024,3,Q1,Off-Season,C0130,Darbhanga,Farmer,Tawa (Plough),1,44025,44025,5,2201.25,41823.75,Cash,Delivered
S00542,2023-03-14,2023,3,Q1,Off-Season,C0075,Gopalganj,Dealer,Tawa (Plough),2,20553,41106,8,3288.48,37817.52,Cash,Delivered
S00543,2024-06-28,2024,6,Q2,Kharif Prep,C0346,Gopalganj,Farmer,Cultivator,1,47656,47656,0,0.0,47656.0,UPI,Delivered
S00544,2024-07-25,2024,7,Q3,Kharif Prep,C0141,West Champaran,Dealer,Harvester,1,505319,505319,2,10106.38,495212.62,Bank Transfer,Delivered
S00545,2024-03-13,2024,3,Q1,Off-Season,C0173,Chapra (Saran),Farmer,Tawa (Plough),1,23466,23466,0,0.0,23466.0,UPI,Delivered
S00547,2024-01-16,2024,1,Q1,Rabi Peak,C0324,East Champaran,Dealer,Harvester,1,782000,782000,2,15640.0,766360.0,UPI,Delivered
S00548,2023-08-08,2023,8,Q3,Kharif Peak,C0167,Gopalganj,Farmer,Cultivator,2,71060,142120,0,0.0,142120.0,EMI/Finance,Delivered
S00550,2023-11-06,2023,11,Q4,Rabi Prep,C0050,Gopalganj,Farmer,Rotavator,1,99541,99541,0,0.0,99541.0,Bank Transfer,Pending
S00551,2023-10-10,2023,10,Q4,Rabi Prep,C0100,East Champaran,Dealer,Tawa (Plough),1,34753,34753,8,2780.24,31972.760000000002,Cash,Delivered
S00552,2023-12-31,2023,12,Q4,Rabi Peak,C0246,Patna,Farmer,Rotavator,1,102366,102366,2,2047.32,100318.68,Cash,Delivered
S00553,2023-04-05,2023,4,Q2,Off-Season,C0143,Sitamarhi,Farmer,Zero Till Seed Drill,2,194588,389176,2,7783.52,381392.48,Bank Transfer,Delivered
S00554,2023-06-27,2023,6,Q2,Kharif Prep,C0265,Gopalganj,Dealer,Zero Till Seed Drill,1,210386,210386,5,10519.3,199866.7,Cash,Delivered
S00555,2023-02-08,2023,2,Q1,Off-Season,C0238,Siwan,Farmer,Threshing Machine,1,92767,92767,5,4638.35,88128.65,EMI/Finance,Delivered
S00556,2024-03-20,2024,3,Q1,Off-Season,C0140,Darbhanga,Cooperative,Harvester,1,513197,513197,0,0.0,513197.0,Bank Transfer,Delivered
S00557,2023-01-12,2023,1,Q1,Rabi Peak,C0342,Muzaffarpur,Farmer,Threshing Machine,1,80066,80066,0,0.0,80066.0,Cash,Delivered
S00558,2023-12-01,2023,12,Q4,Rabi Peak,C0031,Gopalganj,Farmer,Zero Till Seed Drill,1,148940,148940,2,2978.8,145961.2,EMI/Finance,Pending
S00559,2024-09-01,2024,9,Q3,Kharif Peak,C0230,Bhagalpur,Cooperative,Zero Till Seed Drill,1,131807,131807,0,0.0,131807.0,UPI,Delivered
S00560,2023-03-26,2023,3,Q1,Off-Season,C0238,Siwan,Farmer,Harvester,1,840759,840759,0,0.0,840759.0,Cash,Delivered
S00561,2024-12-15,2024,12,Q4,Rabi Peak,C0145,Muzaffarpur,Farmer,Rotavator,1,93838,93838,0,0.0,93838.0,UPI,Delivered
S00562,2024-07-28,2024,7,Q3,Kharif Prep,C0332,Bhagalpur,Farmer,Threshing Machine,1,89357,89357,0,0.0,89357.0,Bank Transfer,Delivered
S00563,2024-08-12,2024,8,Q3,Kharif Peak,C0068,Samastipur,Dealer,Rotavator,1,129023,129023,0,0.0,129023.0,Cash,Delivered
S00564,2024-11-02,2024,11,Q4,Rabi Prep,C0325,Siwan,Cooperative,Rotavator,1,104976,104976,0,0.0,104976.0,Bank Transfer,Delivered
S00565,2024-09-30,2024,9,Q3,Kharif Peak,C0003,Vaishali,Farmer,Rotavator,2,87941,175882,0,0.0,175882.0,Bank Transfer,Delivered
S00566,2023-03-29,2023,3,Q1,Off-Season,C0094,Madhubani,Farmer,Rotavator,1,88574,88574,2,1771.48,86802.52,Cash,Delivered
S00567,2023-10-22,2023,10,Q4,Rabi Prep,C0337,Gopalganj,Farmer,Rotavator,1,130468,130468,0,0.0,130468.0,UPI,Delivered
S00568,2024-07-04,2024,7,Q3,Kharif Prep,C0278,Gopalganj,Farmer,Rotavator,1,120810,120810,0,0.0,120810.0,UPI,Delivered
S00569,2023-05-25,2023,5,Q2,Off-Season,C0009,Purnia,Farmer,Threshing Machine,1,56205,56205,8,4496.4,51708.6,UPI,Delivered
S00570,2023-03-03,2023,3,Q1,Off-Season,C0259,Gopalganj,Dealer,Cultivator,1,52778,52778,2,1055.56,51722.44,Cash,Delivered
S00571,2023-10-05,2023,10,Q4,Rabi Prep,C0151,Patna,Farmer,Threshing Machine,1,78607,78607,0,0.0,78607.0,EMI/Finance,Delivered
S00572,2023-08-25,2023,8,Q3,Kharif Peak,C0085,Darbhanga,Cooperative,Tawa (Plough),2,34663,69326,0,0.0,69326.0,Cash,Delivered
S00573,2024-06-28,2024,6,Q2,Kharif Prep,C0284,Muzaffarpur,Farmer,Rotavator,1,98033,98033,0,0.0,98033.0,EMI/Finance,Delivered
S00574,2023-09-11,2023,9,Q3,Kharif Peak,C0114,Darbhanga,Farmer,Tawa (Plough),1,27991,27991,0,0.0,27991.0,Cash,Delivered
S00575,2023-12-27,2023,12,Q4,Rabi Peak,C0010,Gopalganj,Dealer,Cultivator,1,54813,54813,10,5481.3,49331.7,UPI,Delivered
S00576,2024-10-02,2024,10,Q4,Rabi Prep,C0267,Siwan,Farmer,Cultivator,2,60373,120746,5,6037.3,114708.7,Cash,Delivered
S00577,2023-10-14,2023,10,Q4,Rabi Prep,C0010,Gopalganj,Dealer,Cultivator,2,57399,114798,2,2295.96,112502.04,Cash,Delivered
S00578,2024-11-25,2024,11,Q4,Rabi Prep,C0167,Gopalganj,Farmer,Threshing Machine,1,69904,69904,2,1398.08,68505.92,UPI,Delivered
S00579,2024-09-11,2024,9,Q3,Kharif Peak,C0081,Darbhanga,Farmer,Cultivator,1,70535,70535,2,1410.7,69124.3,UPI,Delivered
S00580,2023-07-27,2023,7,Q3,Kharif Prep,C0030,Darbhanga,Dealer,Tawa (Plough),1,28125,28125,5,1406.25,26718.75,EMI/Finance,Delivered
S00581,2023-05-29,2023,5,Q2,Off-Season,C0041,Gopalganj,Farmer,Threshing Machine,2,92017,184034,0,0.0,184034.0,UPI,Pending
S00582,2023-05-02,2023,5,Q2,Off-Season,C0241,Muzaffarpur,Farmer,Rotavator,1,140018,140018,2,2800.36,137217.64,Bank Transfer,Delivered
S00583,2024-02-28,2024,2,Q1,Off-Season,C0285,Patna,Cooperative,Tawa (Plough),1,27940,27940,8,2235.2,25704.8,EMI/Finance,Delivered
S00584,2023-10-08,2023,10,Q4,Rabi Prep,C0315,Samastipur,Farmer,Rotavator,1,97316,97316,0,0.0,97316.0,Bank Transfer,Delivered
S00585,2023-10-01,2023,10,Q4,Rabi Prep,C0256,Siwan,Dealer,Threshing Machine,1,70133,70133,0,0.0,70133.0,Cash,Delivered
S00586,2024-05-03,2024,5,Q2,Off-Season,C0087,Gopalganj,Dealer,Rotavator,1,140452,140452,2,2809.04,137642.96,UPI,Delivered
S00587,2024-05-18,2024,5,Q2,Off-Season,C0223,West Champaran,Farmer,Harvester,1,535871,535871,0,0.0,535871.0,Bank Transfer,Delivered
S00588,2023-10-04,2023,10,Q4,Rabi Prep,C0125,Chapra (Saran),Dealer,Tawa (Plough),1,25292,25292,10,2529.2,22762.8,Bank Transfer,Delivered
S00589,2024-03-25,2024,3,Q1,Off-Season,C0253,Muzaffarpur,Dealer,Tawa (Plough),1,34054,34054,5,1702.7,32351.3,EMI/Finance,Delivered
S00590,2023-02-12,2023,2,Q1,Off-Season,C0021,Patna,Farmer,Threshing Machine,1,79928,79928,0,0.0,79928.0,EMI/Finance,Delivered
S00591,2024-07-03,2024,7,Q3,Kharif Prep,C0310,Araria,Farmer,Zero Till Seed Drill,1,212289,212289,0,0.0,212289.0,UPI,Delivered
S00592,2023-02-13,2023,2,Q1,Off-Season,C0057,Chapra (Saran),Farmer,Tawa (Plough),1,26051,26051,0,0.0,26051.0,Bank Transfer,Delivered
S00593,2024-06-12,2024,6,Q2,Kharif Prep,C0203,Gopalganj,Farmer,Tawa (Plough),1,19615,19615,0,0.0,19615.0,EMI/Finance,Delivered
S00594,2023-10-20,2023,10,Q4,Rabi Prep,C0047,Madhubani,Farmer,Harvester,1,671491,671491,8,53719.28,617771.72,Bank Transfer,Delivered
S00595,2024-04-19,2024,4,Q2,Off-Season,C0202,Siwan,Farmer,Tawa (Plough),1,32801,32801,0,0.0,32801.0,Cash,Delivered
S00596,2024-12-13,2024,12,Q4,Rabi Peak,C0214,Darbhanga,Farmer,Zero Till Seed Drill,1,171520,171520,0,0.0,171520.0,Cash,Delivered
S00597,2024-12-30,2024,12,Q4,Rabi Peak,C0290,Gopalganj,Farmer,Tawa (Plough),1,32899,32899,0,0.0,32899.0,UPI,Delivered
S00598,2023-06-17,2023,6,Q2,Kharif Prep,C0262,Muzaffarpur,Farmer,Threshing Machine,1,63096,63096,2,1261.92,61834.08,UPI,Delivered
S00599,2024-12-25,2024,12,Q4,Rabi Peak,C0153,East Champaran,Dealer,Cultivator,1,68532,68532,0,0.0,68532.0,UPI,Delivered
S00600,2023-06-24,2023,6,Q2,Kharif Prep,C0313,Madhubani,Dealer,Tawa (Plough),1,36530,36530,5,1826.5,34703.5,Cash,Delivered
S00601,2024-12-30,2024,12,Q4,Rabi Peak,C0216,Samastipur,Farmer,Rotavator,1,105189,105189,5,5259.45,99929.55,UPI,Delivered
S00602,2023-05-01,2023,5,Q2,Off-Season,C0305,Bhagalpur,Farmer,Tawa (Plough),1,24647,24647,5,1232.35,23414.65,Cash,Delivered
S00603,2024-05-25,2024,5,Q2,Off-Season,C0274,Gopalganj,Farmer,Zero Till Seed Drill,1,120753,120753,0,0.0,120753.0,Cash,Delivered
S00604,2024-04-09,2024,4,Q2,Off-Season,C0216,Samastipur,Farmer,Harvester,1,491631,491631,0,0.0,491631.0,EMI/Finance,Delivered
S00605,2024-10-05,2024,10,Q4,Rabi Prep,C0027,Madhubani,Farmer,Zero Till Seed Drill,1,147215,147215,0,0.0,147215.0,Bank Transfer,Delivered
S00606,2023-02-03,2023,2,Q1,Off-Season,C0095,Gopalganj,Farmer,Threshing Machine,1,94536,94536,8,7562.88,86973.12,Cash,Delivered
S00607,2023-07-02,2023,7,Q3,Kharif Prep,C0149,Chapra (Saran),Farmer,Rotavator,1,103637,103637,2,2072.74,101564.26,UPI,Delivered
S00608,2023-07-01,2023,7,Q3,Kharif Prep,C0198,Patna,Dealer,Tawa (Plough),1,42554,42554,8,3404.32,39149.68,Cash,Delivered
S00609,2024-01-13,2024,1,Q1,Rabi Peak,C0099,Gopalganj,Farmer,Tawa (Plough),1,44878,44878,0,0.0,44878.0,UPI,Delivered
S00610,2023-05-18,2023,5,Q2,Off-Season,C0340,East Champaran,Farmer,Rotavator,1,141322,141322,0,0.0,141322.0,UPI,Delivered
S00611,2024-09-18,2024,9,Q3,Kharif Peak,C0129,Gopalganj,Farmer,Rotavator,1,122445,122445,2,2448.9,119996.1,EMI/Finance,Delivered
S00612,2024-12-06,2024,12,Q4,Rabi Peak,C0332,Bhagalpur,Farmer,Threshing Machine,1,73821,73821,5,3691.05,70129.95,Cash,Delivered
S00613,2024-09-30,2024,9,Q3,Kharif Peak,C0031,Gopalganj,Farmer,Cultivator,1,43500,43500,0,0.0,43500.0,Bank Transfer,Delivered
S00614,2023-07-04,2023,7,Q3,Kharif Prep,C0069,Samastipur,Farmer,Tawa (Plough),1,25625,25625,10,2562.5,23062.5,Cash,Delivered
S00615,2024-10-02,2024,10,Q4,Rabi Prep,C0137,Chapra (Saran),Farmer,Tawa (Plough),1,42165,42165,5,2108.25,40056.75,EMI/Finance,Delivered
S00616,2023-12-08,2023,12,Q4,Rabi Peak,C0224,Siwan,Dealer,Cultivator,1,48915,48915,0,0.0,48915.0,Cash,Delivered
S00617,2023-11-12,2023,11,Q4,Rabi Prep,C0349,Chapra (Saran),Dealer,Cultivator,1,71044,71044,0,0.0,71044.0,Bank Transfer,Delivered
S00618,2024-08-05,2024,8,Q3,Kharif Peak,C0109,Samastipur,Farmer,Threshing Machine,1,56908,56908,0,0.0,56908.0,Bank Transfer,Delivered
S00619,2024-05-05,2024,5,Q2,Off-Season,C0145,Muzaffarpur,Farmer,Tawa (Plough),1,44124,44124,0,0.0,44124.0,Cash,Delivered
S00620,2024-07-03,2024,7,Q3,Kharif Prep,C0216,Samastipur,Farmer,Tawa (Plough),1,33154,33154,0,0.0,33154.0,Bank Transfer,Delivered
S00621,2023-11-03,2023,11,Q4,Rabi Prep,C0250,Muzaffarpur,Farmer,Zero Till Seed Drill,1,208892,208892,0,0.0,208892.0,Cash,Delivered
S00622,2023-12-29,2023,12,Q4,Rabi Peak,C0135,Chapra (Saran),Farmer,Rotavator,1,94784,94784,0,0.0,94784.0,EMI/Finance,Delivered
S00623,2023-06-19,2023,6,Q2,Kharif Prep,C0086,Gopalganj,Dealer,Zero Till Seed Drill,1,171061,171061,0,0.0,171061.0,Bank Transfer,Delivered
S00624,2023-11-19,2023,11,Q4,Rabi Prep,C0021,Patna,Farmer,Threshing Machine,1,72792,72792,0,0.0,72792.0,Cash,Delivered
S00625,2023-11-06,2023,11,Q4,Rabi Prep,C0100,East Champaran,Dealer,Rotavator,1,104812,104812,0,0.0,104812.0,Cash,Delivered
S00626,2023-04-05,2023,4,Q2,Off-Season,C0151,Patna,Farmer,Harvester,1,463073,463073,8,37045.84,426027.16000000003,Cash,Delivered
S00627,2024-05-10,2024,5,Q2,Off-Season,C0108,West Champaran,Dealer,Threshing Machine,1,89316,89316,0,0.0,89316.0,Bank Transfer,Delivered
S00628,2024-06-12,2024,6,Q2,Kharif Prep,C0327,Gopalganj,Farmer,Threshing Machine,1,63697,63697,0,0.0,63697.0,UPI,Delivered
S00629,2023-04-29,2023,4,Q2,Off-Season,C0321,Siwan,Cooperative,Rotavator,1,87885,87885,2,1757.7,86127.3,Cash,Delivered
S00630,2023-02-17,2023,2,Q1,Off-Season,C0203,Gopalganj,Farmer,Rotavator,1,135212,135212,0,0.0,135212.0,UPI,Delivered
S00631,2023-08-03,2023,8,Q3,Kharif Peak,C0030,Darbhanga,Dealer,Cultivator,1,47618,47618,0,0.0,47618.0,Bank Transfer,Delivered
S00632,2023-10-07,2023,10,Q4,Rabi Prep,C0249,Chapra (Saran),Farmer,Rotavator,1,102933,102933,8,8234.64,94698.36,UPI,Delivered
S00633,2024-07-09,2024,7,Q3,Kharif Prep,C0141,West Champaran,Dealer,Cultivator,1,55872,55872,8,4469.76,51402.24,Bank Transfer,Delivered
S00634,2023-06-25,2023,6,Q2,Kharif Prep,C0033,Madhubani,Farmer,Rotavator,2,125190,250380,0,0.0,250380.0,Cash,Delivered
S00635,2024-11-22,2024,11,Q4,Rabi Prep,C0183,Muzaffarpur,Dealer,Rotavator,1,110139,110139,0,0.0,110139.0,Cash,Delivered
S00636,2024-08-29,2024,8,Q3,Kharif Peak,C0115,Chapra (Saran),Cooperative,Threshing Machine,1,84218,84218,0,0.0,84218.0,Bank Transfer,Delivered
S00637,2024-11-17,2024,11,Q4,Rabi Prep,C0240,Vaishali,Farmer,Tawa (Plough),2,20573,41146,5,2057.3,39088.7,UPI,Delivered
S00638,2024-12-16,2024,12,Q4,Rabi Peak,C0085,Darbhanga,Cooperative,Harvester,1,688857,688857,2,13777.14,675079.86,Bank Transfer,Delivered
S00639,2023-08-18,2023,8,Q3,Kharif Peak,C0147,Vaishali,Farmer,Rotavator,1,143700,143700,8,11496.0,132204.0,UPI,Delivered
S00640,2024-11-12,2024,11,Q4,Rabi Prep,C0172,Gopalganj,Farmer,Cultivator,1,56283,56283,0,0.0,56283.0,UPI,Delivered
S00641,2024-04-17,2024,4,Q2,Off-Season,C0066,Gopalganj,Farmer,Tawa (Plough),1,27249,27249,2,544.98,26704.02,Cash,Delivered
S00642,2023-04-20,2023,4,Q2,Off-Season,C0022,Gopalganj,Dealer,Cultivator,1,39648,39648,0,0.0,39648.0,UPI,Delivered
S00643,2024-09-27,2024,9,Q3,Kharif Peak,C0300,Gopalganj,Cooperative,Cultivator,2,45421,90842,0,0.0,90842.0,Cash,Delivered
S00644,2024-08-28,2024,8,Q3,Kharif Peak,C0313,Madhubani,Dealer,Harvester,1,678250,678250,0,0.0,678250.0,Bank Transfer,Delivered
S00645,2024-11-16,2024,11,Q4,Rabi Prep,C0090,Samastipur,Dealer,Rotavator,1,131655,131655,0,0.0,131655.0,UPI,Delivered
S00646,2024-07-22,2024,7,Q3,Kharif Prep,C0164,Madhubani,Farmer,Rotavator,1,114177,114177,8,9134.16,105042.84,Cash,Delivered
S00647,2024-09-02,2024,9,Q3,Kharif Peak,C0232,Muzaffarpur,Farmer,Tawa (Plough),1,30416,30416,2,608.32,29807.68,Cash,Delivered
S00648,2023-05-23,2023,5,Q2,Off-Season,C0059,Chapra (Saran),Farmer,Tawa (Plough),1,42739,42739,0,0.0,42739.0,Cash,Delivered
S00649,2024-06-28,2024,6,Q2,Kharif Prep,C0145,Muzaffarpur,Farmer,Cultivator,1,72875,72875,0,0.0,72875.0,EMI/Finance,Delivered
S00650,2024-11-26,2024,11,Q4,Rabi Prep,C0045,Bhagalpur,Farmer,Cultivator,1,63490,63490,8,5079.2,58410.8,EMI/Finance,Delivered
S00651,2024-09-18,2024,9,Q3,Kharif Peak,C0104,Bhagalpur,Dealer,Tawa (Plough),1,31244,31244,5,1562.2,29681.8,Cash,Delivered
S00652,2023-02-24,2023,2,Q1,Off-Season,C0034,Siwan,Farmer,Rotavator,1,121702,121702,0,0.0,121702.0,EMI/Finance,Delivered
S00653,2023-08-29,2023,8,Q3,Kharif Peak,C0236,Chapra (Saran),Farmer,Harvester,1,759415,759415,0,0.0,759415.0,UPI,Delivered
S00654,2024-07-12,2024,7,Q3,Kharif Prep,C0329,Gopalganj,Dealer,Rotavator,1,96364,96364,0,0.0,96364.0,UPI,Delivered
S00655,2024-03-03,2024,3,Q1,Off-Season,C0070,Gopalganj,Farmer,Rotavator,1,142195,142195,0,0.0,142195.0,Cash,Delivered
S00656,2024-05-13,2024,5,Q2,Off-Season,C0218,Darbhanga,Farmer,Threshing Machine,1,63898,63898,2,1277.96,62620.04,UPI,Delivered
S00657,2024-12-13,2024,12,Q4,Rabi Peak,C0205,Gopalganj,Farmer,Threshing Machine,1,82898,82898,0,0.0,82898.0,UPI,Delivered
S00658,2024-01-29,2024,1,Q1,Rabi Peak,C0176,Gopalganj,Cooperative,Cultivator,1,47176,47176,0,0.0,47176.0,UPI,Delivered
S00659,2024-12-30,2024,12,Q4,Rabi Peak,C0219,Samastipur,Farmer,Zero Till Seed Drill,2,173849,347698,2,6953.96,340744.04,Cash,Delivered
S00660,2024-05-09,2024,5,Q2,Off-Season,C0288,Begusarai,Dealer,Threshing Machine,1,62416,62416,8,4993.28,57422.72,Cash,Delivered
S00661,2024-06-23,2024,6,Q2,Kharif Prep,C0342,Muzaffarpur,Farmer,Tawa (Plough),1,42595,42595,0,0.0,42595.0,Cash,Delivered
S00662,2023-04-01,2023,4,Q2,Off-Season,C0005,Gopalganj,Farmer,Cultivator,1,40117,40117,0,0.0,40117.0,UPI,Delivered
S00663,2023-12-18,2023,12,Q4,Rabi Peak,C0130,Darbhanga,Farmer,Zero Till Seed Drill,1,121413,121413,0,0.0,121413.0,UPI,Delivered
S00664,2024-03-07,2024,3,Q1,Off-Season,C0167,Gopalganj,Farmer,Cultivator,1,54308,54308,0,0.0,54308.0,EMI/Finance,Delivered
S00665,2024-07-31,2024,7,Q3,Kharif Prep,C0333,Samastipur,Farmer,Cultivator,1,66009,66009,2,1320.18,64688.82,Bank Transfer,Delivered
S00666,2024-10-01,2024,10,Q4,Rabi Prep,C0008,Samastipur,Farmer,Rotavator,1,116769,116769,0,0.0,116769.0,EMI/Finance,Delivered
S00667,2023-05-16,2023,5,Q2,Off-Season,C0046,Darbhanga,Cooperative,Threshing Machine,1,73036,73036,0,0.0,73036.0,Cash,Delivered
S00668,2024-08-28,2024,8,Q3,Kharif Peak,C0129,Gopalganj,Farmer,Threshing Machine,1,84271,84271,0,0.0,84271.0,Bank Transfer,Delivered
S00669,2023-07-05,2023,7,Q3,Kharif Prep,C0332,Bhagalpur,Farmer,Tawa (Plough),1,19084,19084,0,0.0,19084.0,Cash,Delivered
S00670,2023-06-07,2023,6,Q2,Kharif Prep,C0333,Samastipur,Farmer,Tawa (Plough),3,42666,127998,5,6399.9,121598.1,Cash,Delivered
S00671,2024-10-14,2024,10,Q4,Rabi Prep,C0344,Chapra (Saran),Farmer,Rotavator,1,122863,122863,0,0.0,122863.0,UPI,Delivered
S00672,2023-04-29,2023,4,Q2,Off-Season,C0321,Siwan,Cooperative,Rotavator,1,115409,115409,0,0.0,115409.0,Bank Transfer,Delivered
S00673,2024-06-29,2024,6,Q2,Kharif Prep,C0118,Samastipur,Cooperative,Cultivator,1,60563,60563,0,0.0,60563.0,EMI/Finance,Delivered
S00674,2024-04-04,2024,4,Q2,Off-Season,C0166,East Champaran,Cooperative,Cultivator,2,55688,111376,2,2227.52,109148.48,Cash,Delivered
S00675,2024-10-14,2024,10,Q4,Rabi Prep,C0289,East Champaran,Farmer,Cultivator,1,63297,63297,2,1265.94,62031.06,Cash,Delivered
S00676,2023-04-11,2023,4,Q2,Off-Season,C0321,Siwan,Cooperative,Cultivator,1,73284,73284,5,3664.2,69619.8,Bank Transfer,Delivered
S00677,2024-08-25,2024,8,Q3,Kharif Peak,C0115,Chapra (Saran),Cooperative,Tawa (Plough),1,35037,35037,2,700.74,34336.26,Cash,Delivered
S00678,2024-11-19,2024,11,Q4,Rabi Prep,C0197,Gopalganj,Farmer,Rotavator,1,89453,89453,0,0.0,89453.0,Cash,Delivered
S00679,2023-08-13,2023,8,Q3,Kharif Peak,C0122,Siwan,Farmer,Threshing Machine,1,71508,71508,0,0.0,71508.0,Cash,Delivered
S00680,2024-11-03,2024,11,Q4,Rabi Prep,C0206,Muzaffarpur,Farmer,Tawa (Plough),2,25104,50208,2,1004.16,49203.84,Bank Transfer,Delivered
S00681,2024-09-11,2024,9,Q3,Kharif Peak,C0184,Siwan,Farmer,Rotavator,1,128017,128017,2,2560.34,125456.66,Bank Transfer,Delivered
S00682,2023-04-24,2023,4,Q2,Off-Season,C0204,Bhagalpur,Farmer,Threshing Machine,1,71602,71602,2,1432.04,70169.96,Cash,Delivered
S00683,2023-10-11,2023,10,Q4,Rabi Prep,C0329,Gopalganj,Dealer,Tawa (Plough),2,40682,81364,5,4068.2,77295.8,Cash,Delivered
S00684,2023-03-17,2023,3,Q1,Off-Season,C0239,Sitamarhi,Dealer,Cultivator,1,39088,39088,0,0.0,39088.0,Cash,Pending
S00685,2023-09-29,2023,9,Q3,Kharif Peak,C0041,Gopalganj,Farmer,Rotavator,1,89548,89548,8,7163.84,82384.16,UPI,Delivered
S00686,2024-05-18,2024,5,Q2,Off-Season,C0235,Siwan,Farmer,Rotavator,1,120430,120430,0,0.0,120430.0,UPI,Delivered
S00687,2023-09-23,2023,9,Q3,Kharif Peak,C0251,Muzaffarpur,Dealer,Rotavator,1,89778,89778,2,1795.56,87982.44,Bank Transfer,Delivered
S00688,2024-05-24,2024,5,Q2,Off-Season,C0022,Gopalganj,Dealer,Rotavator,1,126965,126965,0,0.0,126965.0,UPI,Delivered
S00689,2023-12-04,2023,12,Q4,Rabi Peak,C0216,Samastipur,Farmer,Tawa (Plough),1,36829,36829,2,736.58,36092.42,Bank Transfer,Delivered
S00690,2024-02-18,2024,2,Q1,Off-Season,C0345,Samastipur,Farmer,Tawa (Plough),1,43589,43589,0,0.0,43589.0,Cash,Delivered
S00691,2024-12-06,2024,12,Q4,Rabi Peak,C0346,Gopalganj,Farmer,Tawa (Plough),1,33796,33796,0,0.0,33796.0,EMI/Finance,Delivered
S00692,2023-11-07,2023,11,Q4,Rabi Prep,C0197,Gopalganj,Farmer,Harvester,3,781492,2344476,2,46889.52,2297586.48,UPI,Delivered
S00693,2023-12-15,2023,12,Q4,Rabi Peak,C0024,Madhubani,Farmer,Rotavator,1,115122,115122,0,0.0,115122.0,Cash,Delivered
S00694,2024-01-29,2024,1,Q1,Rabi Peak,C0145,Muzaffarpur,Farmer,Threshing Machine,1,74586,74586,5,3729.3,70856.7,UPI,Delivered
S00695,2023-03-28,2023,3,Q1,Off-Season,C0083,Vaishali,Dealer,Tawa (Plough),1,32351,32351,0,0.0,32351.0,Cash,Delivered
S00696,2024-08-30,2024,8,Q3,Kharif Peak,C0131,Gopalganj,Farmer,Cultivator,1,60478,60478,0,0.0,60478.0,Cash,Delivered
S00697,2024-04-05,2024,4,Q2,Off-Season,C0255,Sitamarhi,Farmer,Tawa (Plough),1,18537,18537,0,0.0,18537.0,Bank Transfer,Delivered
S00698,2023-05-02,2023,5,Q2,Off-Season,C0048,Araria,Farmer,Rotavator,1,127850,127850,0,0.0,127850.0,Bank Transfer,Delivered
S00699,2023-06-02,2023,6,Q2,Kharif Prep,C0008,Samastipur,Farmer,Threshing Machine,2,70268,140536,0,0.0,140536.0,Cash,Delivered
S00700,2024-04-27,2024,4,Q2,Off-Season,C0001,Darbhanga,Farmer,Tawa (Plough),1,38262,38262,2,765.24,37496.76,Cash,Delivered
S00701,2023-02-21,2023,2,Q1,Off-Season,C0017,Chapra (Saran),Farmer,Tawa (Plough),1,44893,44893,0,0.0,44893.0,Cash,Delivered
S00702,2023-04-19,2023,4,Q2,Off-Season,C0158,Katihar,Farmer,Rotavator,1,123992,123992,0,0.0,123992.0,Bank Transfer,Delivered
